lClass,facilName,majorSeq,mClass,totalCount
사회계열,"IBE전공,경제통상ㆍ국제지역계열,경제통상학과,경제통상학부,경제통상학부 국제통상학 전공,경제통상학전공,국제경제통상학과,국제경제통상학부,국제경제학,국제무역・마케팅학부(국제마케팅전공),국제무역・마케팅학부(국제무역전공),국제무역전공,국제통상・금융투자학부,국제통상・문화학부,국제통상·금융투자학과,국제통상물류학과,국제통상물류학부,국제통상유통학과,국제통상전공,국제통상통역학과,국제통상학과,국제통상학부,국제통상학부 국제통상학전공,국제통상학부 글로벌무역학전공,국제통상학전공,글로벌경제통상학부,글로벌지역통상학(미국,중국,일본)전공,글로벌통상・문화학과,글로벌통상학과,동북아국제통상물류학부,동북아국제통상전공,동북아국제통상학부,동북아문화산업학부,동북아통상전공,러시아통상전공,물류통상전공,미국통상전공,미주통상・문화학과,상경학부 국제통상학전공,아시아비즈니스국제학과,앙트러프러너십전공,유럽지역통상전공,유럽지역통상학과,일본통상전공,중국통상・경제학전공,중국통상전공,중국통상학과,중국통상학전공/국제학부,통상경제학부,통상산업학과,한국통상전공,한중통상전공",70,국제통상학과,304
사회계열,"East Asian Economy and Business,East Asian Politics and Culture,International Studies과,KMU International Business school,NGO사회혁신학과,게페르트국제학부,국제개발협력,국제개발협력전공,국제개발협력학과,국제개발협력학부,국제계열,국제문화비즈니스학부,국제문화비즈니스학부(G2(미ㆍ중)문화비즈니스전공),국제문화비즈니스학부(인도지역통상전공),국제문화학과,국제예술산업학부,국제융합학부,국제인문사회학부,국제학과,국제학부,국제학부 국제학전공,국제학전공,국제협력전공,글로벌서비스학부,글로벌학부,글로벌협력전공,동아시아국제학부,외교・국제개발학부(국제개발협력전공),융합일본지역전공,융합일본지역학부,정치ㆍ국제학과,정치국제학과,중국·일본학부,중국·일본학부 일본학전공,중국·일본학부 중국학전공,중국외교통상전공,중국외교통상학부,중국정경전공",373,국제학부,304
사회계열,"ICT군사학부,국가안보학과,국가안보학부,국가안보학부 국제관계학전공,국방상담리더십학과,국방안보드론학과,국방융합학부,국방학과,국토안보학전공,군사안보학과,군사학과,군사학전공,의무군사학과,의무군사학과(자연과학),정보통신군사학과,해군사관학부,해병대군사학과,해사글로벌학부,해사수송과학부,해양군사학부",10026,군사학과,304
예체능계열,"금속・주얼리디자인과,금속공예학과,장신구・금속디자인전공,주얼리・금속디자인학과,주얼리ㆍ패션디자인학과,주얼리디자인전공,주얼리디자인학과,주얼리디자인학전공",78,금속공예학과,304
공학계열,"금속공학전공,금속디자인전공,금속소재공학전공,금형신소재공학과,나노・신소재공학부(금속재료공학전공),보석귀금속학과,신소재공학부 금속시스템공학전공,용접.접합과학공학과,재료공학부 금속공학전공,재료융합공학부 재료금속공학전공",79,금속공학과,304
사회계열,"Finance & AI융합전공,Finance & AI융합학부,IT금융경영학과,IT금융학과,경제・금융보험・재무부동산학부,경제금융학부(금융보험전공),국제금융공학전공,국제금융부동산학과,국제금융학과,글로벌금융・회계전공,글로벌금융경영학부,글로벌금융전공,글로벌금융학과,금융・보험학전공,금융ㆍ국제학과,금융ㆍ빅데이터학부,금융경영학과,금융경제학과,금융공학과,금융보험학과,금융보험학전공,금융부동산전공,금융부동산학과,금융선물보험학전공,금융세무경영학과,금융세무학부,금융융합경영학과,금융자산관리학과,금융재무학과,금융재테크학과,금융전공,금융투자학과,금융학과,금융학부,기업금융전공,디지털금융(핀테크)전공,디지털금융경영학과,디지털금융학과,미래융합학부(자산관리・6차산업학전공),보험계리학과,부동산금융보험융합학과,비즈니스융합학부 기업회계전공,상경학부 금융보험학전공,수리금융학,실버재테크학과,재무금융전공,재무금융회계학부,창업자산융합학부,파이낸스보험경영학전공,핀테크학과,협동조합금융학과",83,금융보험학과,304
교육계열,"기계・금속공학교육과,기계・재료공학교육과,기계공학교육과,기계교육과",21006,기계ㆍ재료공학교육과,304
공학계열,"CAD/CAM전공,ICT로봇기계공학부,IT기계공학과,글로벌화학기계공학과,금형공학과,금형설계공학과,기계・금형공학부,기계・스마트・산업공학부(기계공학전공),기계・신소재공학과(기계공학심화트랙),기계・조선・첨단재료자율전공학부,기계·산업경영공학부 기계공학과,기계ICT공학과,기계ICT융합공학부,기계IT융합공학과,기계IT융합시스템공학전공,기계ㆍ로봇공학과,기계ㆍ로봇공학부,기계공학,기계공학과,기계공학부,기계공학부 기계공학전공,기계공학부 스마트제조융합전공,기계공학부(기계공학전공),기계공학부(기계시스템공학전공),기계공학전공,기계로봇모빌리티공학전공,기계산업경영공학부,기계소재공학과,기계소재융합공학부,기계소재융합시스템공학과,기계시스템공학과,기계시스템공학부,기계시스템공학부 스마트모빌리티전공,기계시스템공학부(응용기계공학전공),기계시스템공학부(정밀기계공학전공),기계시스템공학전공,기계시스템디자인공학전공,기계시스템미래자동차공학부(기계시스템공학),기계시스템전공,기계시스템학부,기계우주항공공학부(기계공학전공),기계융복합공학과,기계융합공학과,기계융합공학과(중소기업계약학과),기계의용·메카트로닉스·재료공학부,기계의용ㆍ메카트로닉스공학과,기계의용ㆍ메카트로닉스공학부,기계의용공학과,기계의용공학전공,기계자동차계열,기계자동차공학과,기계자동차공학부,기계자동차공학부(계약),기계자동차공학부(기계공학전공),기계자동차공학전공,기계자동차로봇공학부,기계자동차로봇부품공학부,기계자동차융합공학과,기계자동차융합공학부,기계자동차항공공학부,기계자동화융합학과,기계전자공학부,기계전자전공,기계정보공학과,기계제어공학과,기계제조공학과,기계조선에너지시스템공학전공,기계조선해양공학부,기계항공 및 원자력공학부,기계항공공학과,기계항공공학부(기계공학전공),기계항공공학부(우주항공공학전공),기계항공정보융합공학부,기계항공정보융합공학부(기계공학전공),나노전자기계공학과,나노전자기계공학전공,농업기계공학전공,드론기계학과,디지털융합금형공학과,바이오산업기계공학과,바이오시스템기계공학과,바이오시스템기계공학전공,방산기계공학전공,생산기계공학과,생산기술공학과,스마트기계공학과,스마트기계모빌리티전공,스마트기계부품소재학과,스마트기계융합공학전공,스마트디자인공학부,스마트에너지기계공학과,스마트자동화공학과,실습선,에너지기계공학전공,에너지수송시스템공학부,에너지융합공학과,융합기계공학과,융합기계공학부,융합기계공학전공,융합기계학과,융합기술학과,융합바이오시스템기계공학과,정밀기계공학과,정밀기계시스템전공,조선해양플랜트공학과,지능형기계공학전공,첨단기계전공,휴먼기계바이오공학과",86,기계공학과,304
공학계열,"글로벌기계설계공학전공,기계ㆍ시스템디자인공학과,기계공학부 기계설계학전공,기계공학부(기계설계공학전공),기계설계・시스템공학과,기계설계공학과,기계설계공학부,기계설계공학부(기계설계공학전공),기계설계공학부(기계설계전공),기계설계공학부(나노바이오기계시스템공학전공),기계설계공학부(지능형모빌리티전공),기계설계공학전공,기계설계전공,기계설계학과,기계시스템디자인공학과,기술융합디자인공학과,항공・기계설계학과",88,기계설계공학과,304
인문계열,"경배와찬양학과,교목,교육미디어커뮤니케이션학부,글로벌기독학부,기독교교육ㆍ상담학과,기독교교육과 미디어학과,기독교교육상담학과,기독교문화전공,기독교문화학과,기독교상담과,기독교상담학과,기독교상담학전공,기독교신학전공,기독교학과,기독교학부,기독교학전공",93,기독교학과,304
교육계열,"기술・가정교육과,기술교육과,문헌정보교육과",32,기술교육과,304
예체능계열,"기악(연주)전공,기악과,기악전공,뉴뮤직학부 재즈퍼포먼스전공,실용음악학부 기악전공,융합실용기악과,음악공연예술학과,음악학부 기악전공,음악학부(기악)",94,기악과,304
인문계열,"글로벌커뮤니케이션학과(베트남비즈니스전공),동남아창의융합학부,동양어문학과,동양어문학부,러시아・터키중앙아시아학부(터키・중앙아시아어전공),말레이・인도네시아어통번역학과,말레이인도네시아어과,몽골어과,몽골학과,미얀마어과,미얀마어전공,베트남・인도네시아학부,베트남어과,베트남어전공,아랍어통번역학과,아랍전공,아랍학과,아세안비즈니스학과,아세안학부,아세안학부(미얀마어전공),아세안학부(베트남어전공),아세안학부(인도네시아ㆍ말레이시아전공),아세안학부(인도어전공),아세안학부(태국어전공),아시아문화콘텐츠학부,아시아언어문명학부,아시아언어문화학부,아시아언어문화학부(아랍어전공),아시아중동학부 베트남학전공,인도네시아・말레이시아학과,인도네시아ㆍ말레이시아전공,인도어과,인도어전공,인도학부(인도언어문화전공),인도학부(인도지역통상전공),중동학부(아랍전공),중동학부(터키어전공),태국어과,태국어전공,태국어통번역학과,터키・중앙아시아어과,터키어전공,페르시아어・이란학과",127,기타아시아어학과,304
